TAID,Pubchem CID,IUPAC Name,SMILES,Canonical_SMILES,InChIKey,rat_intravenous_LD50
TOX-4009,2616,3-(acetyloxymethyl)-8-oxo-7-[(2-pyridin-4-ylsulfanylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,UQLLWWBDSUHNEB-UHFFFAOYSA-N,1.90558607
TOX-1823,2628,"7-[[2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[[5-(carboxymethyl)-4-methyl-1,3-thiazol-2-yl]sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1,XDZKBRJLTGRPSS-UHFFFAOYSA-N,1.921822427
TOX-17247,9942232,2-acetamido-3-sulfanylpropanamide,CC(=O)NC(CS)C(N)=O,CC(=O)NC(CS)C(N)=O,UJCHIZDEQZMODR-UHFFFAOYSA-N,1.938246727
TOX-2408,6806,"3-acetamido-2,4,6-triiodobenzoic acid",CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,GNOGSFBXBWBTIG-UHFFFAOYSA-N,1.939568389
TOX-52095,10444175,2-[(2-methyl-2-methylsulfanylpropanoyl)amino]-3-sulfanylpropanoic acid,CSC(C)(C)C(=O)NC(CS)C(=O)O,CSC(C)(C)C(=O)NC(CS)C(=O)O,MDZVGRUIIJLSTI-UHFFFAOYSA-N,1.94337523
TOX-4724,6723,3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxylic acid,Cc1ncc(CO)c(C(=O)O)c1O,Cc1ncc(CO)c(C(=O)O)c1O,HXACOUQIXZGNBF-UHFFFAOYSA-N,1.951083887
TOX-3927,612,2-hydroxypropanoic acid,CC(O)C(=O)O,CC(O)C(=O)O,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,1.954618735
TOX-7362,9973,4-fluorobenzoic acid,O=C(O)c1ccc(F)cc1,O=C(O)c1ccc(F)cc1,BBYDXOIZLAWGSL-UHFFFAOYSA-N,1.958394058
TOX-52715,2627,7-[[2-(2-amino-2-carboxyethyl)sulfanylacetyl]amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,COC1(NC(=O)CSCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,COC1(NC(=O)CSCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,JSDXOWVAHXDYCU-UHFFFAOYSA-N,1.959783421
TOX-49417,2651,"7-[[2-(2-amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,ORFOPKXBNMVMKC-UHFFFAOYSA-O,1.96408056
TOX-34272,21427281,"2-[[3-acetamido-2,4,6-triiodo-5-(methylcarbamoyl)benzoyl]amino]-3-hydroxypropanoic acid",CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)NC(CO)C(=O)O)c1I,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)NC(CO)C(=O)O)c1I,ZDKBABSMXSPHON-UHFFFAOYSA-N,1.970652418
TOX-47515,4630412,"7-[[4-(2-amino-1-carboxy-2-oxoethylidene)-1,3-dithietane-2-carbonyl]amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,SRZNHPXWXCNNDU-UHFFFAOYSA-N,1.972575078
TOX-2331,10413,4-hydroxybutanoic acid,O=C(O)CCCO,O=C(O)CCCO,SJZRECIVHVDYJC-UHFFFAOYSA-N,1.973716462
TOX-17514,25229,"3-[[6-[3-carboxy-2,4,6-triiodo-5-(methylcarbamoyl)anilino]-6-oxohexanoyl]amino]-2,4,6-triiodo-5-(methylcarbamoyl)benzoic acid",CNC(=O)c1c(I)c(NC(=O)CCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I,CNC(=O)c1c(I)c(NC(=O)CCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I,SMQYOVYWPWASGU-UHFFFAOYSA-N,1.974400178
TOX-4011,2626,7-[[2-(cyanomethylsulfanyl)acetyl]amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,SNBUBQHDYVFSQF-UHFFFAOYSA-N,1.974554061
TOX-3946,3889,7-[[2-carboxy-2-(4-hydroxyphenyl)acetyl]amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,JWCSIUVGFCSJCK-UHFFFAOYSA-N,1.976041356
TOX-39329,3742,"3-[[2-[[3-[acetyl(methyl)amino]-2,4,6-triiodo-5-(methylcarbamoyl)benzoyl]amino]acetyl]amino]-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodobenzoic acid",CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,TYYBFXNZMFNZJT-UHFFFAOYSA-N,1.979569938
TOX-17182,24781,"5-methyl-1,2-oxazol-3-one",Cc1cc(=O)[nH]o1,Cc1cc(=O)[nH]o1,KGVPNLBXJKTABS-UHFFFAOYSA-N,1.996025446
TOX-2239,5328,"4-amino-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzenesulfonamide",Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,VACCAVUAMIDAGB-UHFFFAOYSA-N,1.998939412
TOX-58908,2584,"2-[[1-(2-amino-1,3-thiazol-4-yl)-2-[[2-(carbamoyloxymethyl)-4-oxo-1-sulfoazetidin-3-yl]amino]-2-oxoethylidene]amino]oxyacetic acid",NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,UIMOJFJSJSIGLV-UHFFFAOYSA-N,2.0013149
TOX-4114,253083,"1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-(trifluoromethyl)pyrimidine-2,4-dione",O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,VSQQQLOSPVPRAZ-UHFFFAOYSA-N,2.002353778
TOX-6144,31341,"4,5a,6,9,9a,9b-hexahydro-1H-dibenzofuran-4a-carbaldehyde",O=CC12CC=CCC1C1CC=CCC1O2,O=CC12CC=CCC1C1CC=CCC1O2,XNYGOEGATLFFOX-UHFFFAOYSA-N,2.009172467
TOX-4014,2654,"7-[[2-(2-amino-1,3-thiazol-4-yl)-4-carboxybut-2-enoyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,UNJFKXSSGBWRBZ-UHFFFAOYSA-N,2.013686681
TOX-29346,208415,"6-methyl-4-oxo-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidine-3-carboxylic acid",CC1CCCc2ncc(C(=O)O)c(=O)n21,CC1CCCc2ncc(C(=O)O)c(=O)n21,KOXNRJHZWXSKMF-UHFFFAOYSA-N,2.017269096
TOX-52327,2642,7-[[2-(4-hydroxyphenyl)-2-[(6-methyl-4-oxo-1H-pyridine-3-carbonyl)amino]acetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)c[nH]1,Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)c[nH]1,PWAUCHMQEXVFJR-UHFFFAOYSA-N,2.020056572
TOX-17205,120922,4-cyclohexyloxy-4-oxobutanoic acid,O=C(O)CCC(=O)OC1CCCCC1,O=C(O)CCC(=O)OC1CCCCC1,CQBVVSONJDUVEJ-UHFFFAOYSA-N,2.022784222
TOX-8394,12437,"1,1,3,3-tetramethylurea",CN(C)C(=O)N(C)C,CN(C)C(=O)N(C)C,AVQQQNCBBIEMEU-UHFFFAOYSA-N,2.023678873
TOX-4025,72065,2-(1-hydroxycyclohexyl)butanoic acid,CCC(C(=O)O)C1(O)CCCCC1,CCC(C(=O)O)C1(O)CCCCC1,NIVFTEMPSCMWDE-UHFFFAOYSA-N,2.024585945
TOX-53529,44557,"3-[acetyl(ethyl)amino]-5-[3-[3-[3-[acetyl(ethyl)amino]-5-carboxy-2,4,6-triiodoanilino]-3-oxopropyl]sulfonylpropanoylamino]-2,4,6-triiodobenzoic acid",CCN(C(C)=O)c1c(I)c(NC(=O)CCS(=O)(=O)CCC(=O)Nc2c(I)c(C(=O)O)c(I)c(N(CC)C(C)=O)c2I)c(I)c(C(=O)O)c1I,CCN(C(C)=O)c1c(I)c(NC(=O)CCS(=O)(=O)CCC(=O)Nc2c(I)c(C(=O)O)c(I)c(N(CC)C(C)=O)c2I)c(I)c(C(=O)O)c1I,OZKKEKFKXIOSIV-UHFFFAOYSA-N,2.025193675
TOX-4154,5526,4-(aminomethyl)cyclohexane-1-carboxylic acid,NCC1CCC(C(=O)O)CC1,NCC1CCC(C(=O)O)CC1,GYDJEQRTZSCIOI-UHFFFAOYSA-N,2.02926158
TOX-37587,21021667,"4-[5-[3,4-dihydroxy-6-methyl-5-[[4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino]oxan-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3,5,6-tetrahydroxyhexanal",CC1OC(OC2C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,CC1OC(OC2C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,CEMXHAPUFJOOSV-UHFFFAOYSA-N,2.031817653
TOX-6200,8508,"[4-[[4-(diethylamino)phenyl]-(2,4-disulfophenyl)methylidene]cyclohexa-2,5-dien-1-ylidene]-diethylazanium",CCN(CC)c1ccc([C+](c2ccc(N(CC)CC)cc2)c2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)cc1,CCN(CC)c1ccc([C+](c2ccc(N(CC)CC)cc2)c2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)cc1,IKHKJYWPWWBSFZ-UHFFFAOYSA-O,2.037986337
TOX-2519,13035349,3-(acetyloxymethyl)-7-[(2-cyanoacetyl)amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1,RRYMAQUWDLIUPV-UHFFFAOYSA-N,2.039259283
TOX-69100,60788,"2-N,4-N-bis(2-methoxyethyl)pyridine-2,4-dicarboxamide",COCCNC(=O)c1ccnc(C(=O)NCCOC)c1,COCCNC(=O)c1ccnc(C(=O)NCCOC)c1,JUCNGMPTCXPMNB-UHFFFAOYSA-N,2.05124825
TOX-2036,59708,2-(2-oxopyrrolidin-1-yl)butanamide,CCC(C(N)=O)N1CCCC1=O,CCC(C(N)=O)N1CCCC1=O,HPHUVLMMVZITSG-UHFFFAOYSA-N,2.054898916
TOX-33475,2653,"8-oxo-7-[[2-(tetrazol-1-yl)acetyl]amino]-3-(1,3,4-thiadiazol-2-ylsulfanylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,DZMVCVMFETWNIU-UHFFFAOYSA-N,2.064154429
TOX-6740,1045,"butane-1,4-diamine",NCCCCN,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,2.064428431
TOX-8803,12958,[methoxy(methyl)phosphoryl]oxymethane,COP(C)(=O)OC,COP(C)(=O)OC,VONWDASPFIQPDY-UHFFFAOYSA-N,2.072498485
TOX-1686,10626,"7-(hydroxymethyl)-2,3,5,8-tetrahydro-1H-pyrrolizin-1-ol",OCC1=CCN2CCC(O)C12,OCC1=CCN2CCC(O)C12,HJSJELVDQOXCHO-UHFFFAOYSA-N,2.07328063
TOX-4036,8987,diethylcarbamodithioic acid,CCN(CC)C(=S)S,CCN(CC)C(=S)S,LMBWSYZSUOEYSN-UHFFFAOYSA-N,2.07710325
TOX-5659,7978,pyrimidin-2-amine,Nc1ncccn1,Nc1ncccn1,LJXQPZWIHJMPQQ-UHFFFAOYSA-N,2.080576259
TOX-56488,54805,"7,7-dimethyl-6-oxo-1,2,5-dithiazepane-4-carboxylic acid",CC1(C)SSCC(C(=O)O)NC1=O,CC1(C)SSCC(C(=O)O)NC1=O,AXMCBAWKHOPUEZ-UHFFFAOYSA-N,2.087548734
TOX-28632,35382,"4-(N-(2-chlorobenzoyl)-2,6-dimethylanilino)butanoic acid",Cc1cccc(C)c1N(CCCC(=O)O)C(=O)c1ccccc1Cl,Cc1cccc(C)c1N(CCCC(=O)O)C(=O)c1ccccc1Cl,QTSWHDYFLYGYLQ-UHFFFAOYSA-N,2.097948559
TOX-6234,135402036,"[3,4-dihydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate",O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,GRSZFWQUAKGDAV-UHFFFAOYSA-N,2.105676098
TOX-41513,432140,"7-[[2-(3,5-dichloro-4-oxopyridin-1-yl)acetyl]amino]-3-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)C3SC2)s1,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)C3SC2)s1,VTLCNEGVSVJLDN-UHFFFAOYSA-N,2.113314287
TOX-1790,236184,"5-bromo-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,WOVKYSAHUYNSMH-UHFFFAOYSA-N,2.121791832
TOX-29926,118534,2-(3-chloro-4-hydroxyphenyl)acetic acid,O=C(O)Cc1ccc(O)c(Cl)c1,O=C(O)Cc1ccc(O)c(Cl)c1,IYTUKSIOQKTZEG-UHFFFAOYSA-N,2.124769639
TOX-14946,135400774,"[5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,RQFCJASXJCIDSX-UHFFFAOYSA-N,2.125604437
TOX-51954,53001,4-(2-imidazol-1-ylethoxy)benzoic acid,O=C(O)c1ccc(OCCn2ccnc2)cc1,O=C(O)c1ccc(OCCn2ccnc2)cc1,XQGZSYKGWHUSDH-UHFFFAOYSA-N,2.126635674
TOX-2059,3874387,3-[5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl-6-(1-hydroxyethyl)-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,DMJNNHOOLUXYBV-UHFFFAOYSA-N,2.128886533
TOX-5772,8113,2-(2-hydroxyethylamino)ethanol,OCCNCCO,OCCNCCO,ZBCBWPMODOFKDW-UHFFFAOYSA-N,2.130775984
TOX-4183,85,(3-carboxy-2-hydroxypropyl)-trimethylazanium,C[N+](C)(C)CC(O)CC(=O)O,C[N+](C)(C)CC(O)CC(=O)O,PHIQHXFUZVPYII-UHFFFAOYSA-O,2.131982161
TOX-43730,47294,1-[2-(2-cyanoaziridin-1-yl)propan-2-yl]aziridine-2-carboxamide,CC(C)(N1CC1C#N)N1CC1C(N)=O,CC(C)(N1CC1C#N)N1CC1C(N)=O,RPZOFMHRRHHDPZ-UHFFFAOYSA-N,2.142206162
TOX-42885,115538,"4-methyl-7,9-diazaspiro[4.5]decane-6,8,10-trione",CC1CCCC12C(=O)NC(=O)NC2=O,CC1CCCC12C(=O)NC(=O)NC2=O,BQTSXCFBLIYEDS-UHFFFAOYSA-N,2.150949054
TOX-3899,3111,"[(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)-methylamino]methanesulfonic acid",Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,LVWZTYCIRDMTEY-UHFFFAOYSA-N,2.154412257
TOX-1825,2635,"7-[[2-(2-amino-1,3-thiazol-4-yl)acetyl]amino]-3-[[1-[2-(dimethylamino)ethyl]tetrazol-5-yl]sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1,QYQDKDWGWDOFFU-UHFFFAOYSA-N,2.15484224
TOX-11937,60996,2-amino-5-[(4-sulfophenyl)diazenyl]benzenesulfonic acid,Nc1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1S(=O)(=O)O,Nc1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1S(=O)(=O)O,DCYBHNIOTZBCFS-UHFFFAOYSA-N,2.155176868
TOX-4017,21873177,"6-(3-acetamido-2,5-dihydroxy-6-sulfooxyoxan-4-yl)oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",CC(=O)NC1C(O)OC(OS(=O)(=O)O)C(O)C1OC1OC(C(=O)O)C(O)C(O)C1O,CC(=O)NC1C(O)OC(OS(=O)(=O)O)C(O)C1OC1OC(C(=O)O)C(O)C(O)C1O,KXKPYJOVDUMHGS-UHFFFAOYSA-N,2.171077891
TOX-56765,3068038,"2-(4-methoxyphenyl)-1,3-thiazinan-4-one",COc1ccc(C2NC(=O)CCS2)cc1,COc1ccc(C2NC(=O)CCS2)cc1,UFWDSXPIWNBPAI-UHFFFAOYSA-N,2.172791629
TOX-56764,3068037,"2-(2-methoxyphenyl)-1,3-thiazinan-4-one",COc1ccccc1C1NC(=O)CCS1,COc1ccccc1C1NC(=O)CCS1,CQULDBBHGMHIAE-UHFFFAOYSA-N,2.172791629
TOX-5627,7939,4-methylpyrimidin-2-amine,Cc1ccnc(N)n1,Cc1ccnc(N)n1,GHCFWKFREBNSPC-UHFFFAOYSA-N,2.174629254
TOX-16413,23342,2-[carbamimidoyl(methyl)amino]ethyl dihydrogen phosphate,CN(CCOP(=O)(O)O)C(=N)N,CN(CCOP(=O)(O)O)C(=N)N,FOIPWTMKYXWFGC-UHFFFAOYSA-N,2.180811573
TOX-2715,9565,N-[5-(2-methoxyethoxy)pyrimidin-2-yl]benzenesulfonamide,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,QFWPJPIVLCBXFJ-UHFFFAOYSA-N,2.189415913
TOX-3041,9047,4-amino-N-(3-methoxypyrazin-2-yl)benzenesulfonamide,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,KXRZBTAEDBELFD-UHFFFAOYSA-N,2.194784011
TOX-2814,3998,4-(aminomethyl)benzenesulfonamide,NCc1ccc(S(N)(=O)=O)cc1,NCc1ccc(S(N)(=O)=O)cc1,TYMRLRRVMHJFTF-UHFFFAOYSA-N,2.201877773
TOX-3991,2,(2-acetyloxy-3-carboxypropyl)-trimethylazanium,CC(=O)OC(CC(=O)O)C[N+](C)(C)C,CC(=O)OC(CC(=O)O)C[N+](C)(C)C,RDHQFKQIGNGIED-UHFFFAOYSA-O,2.208063034
TOX-20633,4677,"N-[3-[2-[2-[3-[(2,4-dihydroxy-3,3-dimethylbutanoyl)amino]propanoylamino]ethyldisulfanyl]ethylamino]-3-oxopropyl]-2,4-dihydroxy-3,3-dimethylbutanamide",CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO,DJWYOLJPSHDSAL-UHFFFAOYSA-N,2.21132884
TOX-13095,79871,"[4-[(4,6-diamino-1,3,5-triazin-2-yl)amino]phenyl]arsonic acid",Nc1nc(N)nc(Nc2ccc([As](=O)(O)O)cc2)n1,Nc1nc(N)nc(Nc2ccc([As](=O)(O)O)cc2)n1,VURSAWSSSICZRY-UHFFFAOYSA-N,2.212384724
TOX-31969,5332,4-amino-N-(6-methoxypyrimidin-4-yl)benzenesulfonamide,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,WMPXPUYPYQKQCX-UHFFFAOYSA-N,2.214640932
TOX-3874,2618,"3-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanylmethyl]-8-oxo-7-[[2-(tetrazol-1-yl)acetyl]amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,MLYYVTUWGNIJIB-UHFFFAOYSA-N,2.21664296
TOX-4101,767,carbonic acid,O=C(O)O,O=C(O)O,BVKZGUZCCUSVTD-UHFFFAOYSA-N,2.223548545
TOX-73210,410268,"N-[[2-(3,4-dihydroxy-5-oxooxolan-2-yl)-2-hydroxyethylidene]amino]pyridine-4-carboxamide",O=C(NN=CC(O)C1OC(=O)C(O)C1O)c1ccncc1,O=C(NN=CC(O)C1OC(=O)C(O)C1O)c1ccncc1,ZBRCAASZBMWIDA-UHFFFAOYSA-N,2.223939065
TOX-1820,53432469,"7-[[2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[2-(4-methyl-1,3-thiazol-5-yl)ethenyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,KMIPKYQIOVAHOP-UHFFFAOYSA-N,2.227536215
TOX-37849,41958,2-butoxyacetic acid,CCCCOCC(=O)O,CCCCOCC(=O)O,AJQOASGWDCBKCJ-UHFFFAOYSA-N,2.229002141
TOX-79429,4687013,"1-[2-(1-carboxybutylamino)propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid",CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,ODAIHABQVKJNIY-UHFFFAOYSA-N,2.230985072
TOX-34823,73150993,"1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-oxo-4H-imidazole-4-carboxamide",NC(=O)C1N=CN(C2OC(CO)C(O)C2O)C1=O,NC(=O)C1N=CN(C2OC(CO)C(O)C2O)C1=O,OPMVDWXPLVKNQN-UHFFFAOYSA-N,2.237573896
TOX-5131,2155,"1,3-thiazol-2-amine",Nc1nccs1,Nc1nccs1,RAIPHJJURHTUIC-UHFFFAOYSA-N,2.244758752
TOX-6260,8627,"1-phenyl-3-[4-[4-[(3-phenyl-1,3-disulfopropyl)amino]phenyl]sulfonylanilino]propane-1,3-disulfonic acid",O=S(=O)(c1ccc(NC(CC(c2ccccc2)S(=O)(=O)O)S(=O)(=O)O)cc1)c1ccc(NC(CC(c2ccccc2)S(=O)(=O)O)S(=O)(=O)O)cc1,O=S(=O)(c1ccc(NC(CC(c2ccccc2)S(=O)(=O)O)S(=O)(=O)O)cc1)c1ccc(NC(CC(c2ccccc2)S(=O)(=O)O)S(=O)(=O)O)cc1,HCCUQCPVNVAHMV-UHFFFAOYSA-N,2.252540744
